using config file: /home/ubuntu/Mini-Testing-Experiments/data/ser/checker:cobra-vs-us/keys/20231112140643/n8_k10000_t100110_r3/mini-config.yaml
Your Config: 
Config[LIB_TYPE=POSTGRESQL_LIB,CC_TYPE=WAIT_YOUNG_DIE,BENCH_TYPE=MINI,TIMESTAMP_ON=false,COBRA_FD=/tmp/cobra/,COBRA_FD_LOG=/tmp/cobra/log/,BENCHMARK_LOG_PATH=/tmp/cobra/benchmark.log,APPEND_OTHERWISE_RECREATE=false,DEBUG_LIB_FLAG=false,LOG_DEBUG=false,LOG_INFO=false,LOG_ERROR=true,SEED=1699774536,USE_INSTRUMENT=true,LOCAL_LOG=true,LOCAL_REMOTE_LOG=false,CLOUD_LOG=false,SIGN_DATA=false,MAX_FZ_TXN_NUM=20,NUM_TXN_IN_ENTITY=1,KEY_CLIENT_LOG_SUFFIX=_CL,EPOCH_KEY=FZVERSION,EPOCH_CLIENTS_SEP_STR=;,EPOCH_CLIENT_EPOCH_SEP_STR=:,USE_NEW_EPOCH_TXN=false,SKIP_LOADING=false,SKIP_TESTING=false,ENABLE_BARRIER=false,DONT_RECORD_LOADING=true,TXN_NUM=100110,CLIENT_ID=1,THREAD_NUM=8,CLIENT_NUM=1,SLEEP_TIME=1000,RESULT_FILE_NAME=result.txt,LATENCY_FOLDER=/tmp/cobra/latency/,REDIS_ADDRESS=redis://172.31.31.90/0,OP_PER_CHENGTXN=8,VALUE_LENGTH=140,KEY_PRFIX=key,KEY_INDX_START=1,NUM_KEYS=10000,RATIO_INSERT=0,RATIO_READ=20,RATIO_UPDATE=80,RATIO_DELETE=0,RATIO_RMW=0,WAREHOUSE_NUM=1,REPORT_NEWORDER_ONLY=false,RUBIS_USERS_NUM=20000,TWITTER_USERS_NUM=1000,OP_PER_GENERALTXN=4,VERIFIER_PORT=10086,VERIFIER_HOSTNAME=localhost,THROUGHPUT_PER_WAIT=1000,WAIT_BETWEEN_TXNS=0,GC_KEY=COBRA_GC_KEY,SERVER_PORT=8980,SERVER_HOST=ye-cheng.duckdns.org,PG_PASSWORD=postgres,PG_USERNAME=postgres,DB_URL=jdbc:postgresql://localhost:5432/testdb,GOOGLEVALUE=value,ROCKSDB_PATH=/tmp/rocksdb,ISOLATION_LEVEL=1,COCKROACH_PASSWORD=,COCKROACH_USERNAME=,yak=172.24.71.222,boa=172.24.71.208,ye=216.165.70.10,COCKROACH_DB_URLS={172.24.71.222,172.24.71.208,216.165.70.10},COCKROACH_PORTS={26257,26257,26257},COCKROACH_DATABASE_NAME=cobra,YUGABYTE_PASSWORD=,YUGABYTE_USERNAME=,YUGABYTE_DB_URLS={127.0.0.1,127.0.0.2,127.0.0.3},YUGABYTE_PORTS={5433,5433,5433},YUGABYTE_DATABASE_NAME=cobra,NUM_REPLICA=3,NUM_KEY_PERTABLE=2,ROANOMALY_NUM_RO=2,WOROANOMALY_NUM_WORO=2,CRACK_ACTIVE_ABORT_RATE=0]
[INFO] delete file [/tmp/cobra/log/T17.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T18.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T13.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T16.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T15.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T12.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T14.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.log]... done?true
[INFO] delete file [/tmp/cobra/log/T14.log]... done?true
[INFO] delete file [/tmp/cobra/log/T17.log]... done?true
[INFO] delete file [/tmp/cobra/log/T16.log]... done?true
[INFO] delete file [/tmp/cobra/log/T15.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.log]... done?true
[INFO] delete file [/tmp/cobra/log/T12.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.error]... done?true
[INFO] delete file [/tmp/cobra/log/T16.error]... done?true
[INFO] delete file [/tmp/cobra/log/T15.error]... done?true
[INFO] delete file [/tmp/cobra/log/T13.error]... done?true
[INFO] Clear done.
waiting for barrier
start benchmark
progress%=0.32% #commit=313 #abort_txn=7 success%=97.81% tps = 319.68
  #runners = 8
progress%=0.74% #commit=731 #abort_txn=10 success%=98.65% tps = 418.49
  #runners = 8
progress%=1.18% #commit=1168 #abort_txn=11 success%=99.07% tps = 438
  #runners = 8
progress%=1.5% #commit=1494 #abort_txn=11 success%=99.27% tps = 325.67
  #runners = 8
progress%=1.63% #commit=1617 #abort_txn=11 success%=99.32% tps = 122.88
  #runners = 8
progress%=2.02% #commit=2008 #abort_txn=11 success%=99.46% tps = 299.39
  #runners = 8
progress%=2.4% #commit=2392 #abort_txn=11 success%=99.54% tps = 383.62
  #runners = 8
progress%=2.88% #commit=2873 #abort_txn=11 success%=99.62% tps = 481
  #runners = 8
progress%=3.44% #commit=3434 #abort_txn=11 success%=99.68% tps = 560.44
  #runners = 8
progress%=4% #commit=3995 #abort_txn=12 success%=99.7% tps = 561.44
  #runners = 8
progress%=4.57% #commit=4563 #abort_txn=14 success%=99.69% tps = 569.43
  #runners = 8
progress%=5.15% #commit=5137 #abort_txn=15 success%=99.71% tps = 575
  #runners = 8
progress%=5.69% #commit=5683 #abort_txn=15 success%=99.74% tps = 546
  #runners = 8
progress%=6.22% #commit=6213 #abort_txn=15 success%=99.76% tps = 529.47
  #runners = 8
progress%=6.73% #commit=6725 #abort_txn=15 success%=99.78% tps = 512
  #runners = 8
progress%=7.3% #commit=7296 #abort_txn=16 success%=99.78% tps = 571.43
  #runners = 8
progress%=7.87% #commit=7857 #abort_txn=17 success%=99.78% tps = 562
  #runners = 8
progress%=8.32% #commit=8315 #abort_txn=17 success%=99.8% tps = 458
  #runners = 8
progress%=8.84% #commit=8835 #abort_txn=19 success%=99.79% tps = 521.48
  #runners = 8
progress%=9.31% #commit=9298 #abort_txn=19 success%=99.8% tps = 462.54
  #runners = 8
progress%=9.71% #commit=9701 #abort_txn=20 success%=99.79% tps = 404
  #runners = 8
progress%=9.9% #commit=9893 #abort_txn=20 success%=99.8% tps = 191.81
  #runners = 8
progress%=10.46% #commit=10448 #abort_txn=20 success%=99.81% tps = 555
  #runners = 8
progress%=11.1% #commit=11093 #abort_txn=20 success%=99.82% tps = 644.36
  #runners = 8
progress%=11.75% #commit=11746 #abort_txn=21 success%=99.82% tps = 654
  #runners = 8
progress%=12.46% #commit=12448 #abort_txn=21 success%=99.83% tps = 702
  #runners = 8
progress%=12.91% #commit=12907 #abort_txn=21 success%=99.84% tps = 458.54
  #runners = 8
progress%=13.36% #commit=13357 #abort_txn=21 success%=99.84% tps = 450
  #runners = 8
progress%=14.04% #commit=14036 #abort_txn=21 success%=99.85% tps = 678.32
  #runners = 8
progress%=14.59% #commit=14590 #abort_txn=21 success%=99.86% tps = 554
  #runners = 8
progress%=15.01% #commit=15003 #abort_txn=21 success%=99.86% tps = 413
  #runners = 8
progress%=15.65% #commit=15647 #abort_txn=22 success%=99.86% tps = 644.36
  #runners = 8
progress%=16.38% #commit=16376 #abort_txn=22 success%=99.87% tps = 729
  #runners = 8
progress%=17.06% #commit=17059 #abort_txn=22 success%=99.87% tps = 682.32
  #runners = 8
progress%=17.75% #commit=17745 #abort_txn=22 success%=99.88% tps = 686
  #runners = 8
progress%=18.22% #commit=18221 #abort_txn=22 success%=99.88% tps = 475.52
  #runners = 8
progress%=18.85% #commit=18844 #abort_txn=24 success%=99.87% tps = 625
  #runners = 8
progress%=19.57% #commit=19564 #abort_txn=24 success%=99.88% tps = 719.28
  #runners = 8
progress%=20.15% #commit=20144 #abort_txn=24 success%=99.88% tps = 580
  #runners = 8
progress%=20.75% #commit=20753 #abort_txn=24 success%=99.88% tps = 608.39
  #runners = 8
progress%=21.37% #commit=21365 #abort_txn=24 success%=99.89% tps = 612
  #runners = 8
progress%=21.83% #commit=21828 #abort_txn=24 success%=99.89% tps = 463
  #runners = 8
progress%=22.44% #commit=22443 #abort_txn=25 success%=99.89% tps = 615.38
  #runners = 8
progress%=23.03% #commit=23029 #abort_txn=26 success%=99.89% tps = 586.41
  #runners = 8
progress%=23.37% #commit=23371 #abort_txn=26 success%=99.89% tps = 341.66
  #runners = 8
progress%=23.61% #commit=23613 #abort_txn=26 success%=99.89% tps = 242
  #runners = 8
progress%=23.98% #commit=23975 #abort_txn=27 success%=99.89% tps = 362.64
  #runners = 8
