using config file: /home/ubuntu/Mini-Testing-Experiments/data/ser/checker:cobra-vs-us/keys/20231112140643/n8_k50000_t100030_r5/mini-config.yaml
Your Config: 
Config[LIB_TYPE=POSTGRESQL_LIB,CC_TYPE=WAIT_YOUNG_DIE,BENCH_TYPE=MINI,TIMESTAMP_ON=false,COBRA_FD=/tmp/cobra/,COBRA_FD_LOG=/tmp/cobra/log/,BENCHMARK_LOG_PATH=/tmp/cobra/benchmark.log,APPEND_OTHERWISE_RECREATE=false,DEBUG_LIB_FLAG=false,LOG_DEBUG=false,LOG_INFO=false,LOG_ERROR=true,SEED=1699776330,USE_INSTRUMENT=true,LOCAL_LOG=true,LOCAL_REMOTE_LOG=false,CLOUD_LOG=false,SIGN_DATA=false,MAX_FZ_TXN_NUM=20,NUM_TXN_IN_ENTITY=1,KEY_CLIENT_LOG_SUFFIX=_CL,EPOCH_KEY=FZVERSION,EPOCH_CLIENTS_SEP_STR=;,EPOCH_CLIENT_EPOCH_SEP_STR=:,USE_NEW_EPOCH_TXN=false,SKIP_LOADING=false,SKIP_TESTING=false,ENABLE_BARRIER=false,DONT_RECORD_LOADING=true,TXN_NUM=100030,CLIENT_ID=1,THREAD_NUM=8,CLIENT_NUM=1,SLEEP_TIME=1000,RESULT_FILE_NAME=result.txt,LATENCY_FOLDER=/tmp/cobra/latency/,REDIS_ADDRESS=redis://172.31.31.90/0,OP_PER_CHENGTXN=8,VALUE_LENGTH=140,KEY_PRFIX=key,KEY_INDX_START=1,NUM_KEYS=50000,RATIO_INSERT=0,RATIO_READ=20,RATIO_UPDATE=80,RATIO_DELETE=0,RATIO_RMW=0,WAREHOUSE_NUM=1,REPORT_NEWORDER_ONLY=false,RUBIS_USERS_NUM=20000,TWITTER_USERS_NUM=1000,OP_PER_GENERALTXN=4,VERIFIER_PORT=10086,VERIFIER_HOSTNAME=localhost,THROUGHPUT_PER_WAIT=1000,WAIT_BETWEEN_TXNS=0,GC_KEY=COBRA_GC_KEY,SERVER_PORT=8980,SERVER_HOST=ye-cheng.duckdns.org,PG_PASSWORD=postgres,PG_USERNAME=postgres,DB_URL=jdbc:postgresql://localhost:5432/testdb,GOOGLEVALUE=value,ROCKSDB_PATH=/tmp/rocksdb,ISOLATION_LEVEL=1,COCKROACH_PASSWORD=,COCKROACH_USERNAME=,yak=172.24.71.222,boa=172.24.71.208,ye=216.165.70.10,COCKROACH_DB_URLS={172.24.71.222,172.24.71.208,216.165.70.10},COCKROACH_PORTS={26257,26257,26257},COCKROACH_DATABASE_NAME=cobra,YUGABYTE_PASSWORD=,YUGABYTE_USERNAME=,YUGABYTE_DB_URLS={127.0.0.1,127.0.0.2,127.0.0.3},YUGABYTE_PORTS={5433,5433,5433},YUGABYTE_DATABASE_NAME=cobra,NUM_REPLICA=3,NUM_KEY_PERTABLE=2,ROANOMALY_NUM_RO=2,WOROANOMALY_NUM_WORO=2,CRACK_ACTIVE_ABORT_RATE=0]
[INFO] delete file [/tmp/cobra/log/T17.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T12.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T15.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T14.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T13.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T16.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T18.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T15.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.log]... done?true
[INFO] delete file [/tmp/cobra/log/T14.log]... done?true
[INFO] delete file [/tmp/cobra/log/T17.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.log]... done?true
[INFO] delete file [/tmp/cobra/log/T12.log]... done?true
[INFO] delete file [/tmp/cobra/log/T19.log]... done?true
[INFO] delete file [/tmp/cobra/log/T16.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.error]... done?true
[INFO] Clear done.
waiting for barrier
start benchmark
progress%=0.49% #commit=480 #abort_txn=6 success%=98.77% tps = 486
  #runners = 8
progress%=1.06% #commit=1056 #abort_txn=7 success%=99.34% tps = 575.27
  #runners = 8
progress%=1.62% #commit=1609 #abort_txn=9 success%=99.44% tps = 554.45
  #runners = 8
progress%=2.11% #commit=2097 #abort_txn=9 success%=99.57% tps = 488
  #runners = 8
progress%=2.71% #commit=2704 #abort_txn=9 success%=99.67% tps = 606.39
  #runners = 8
progress%=3.25% #commit=3240 #abort_txn=9 success%=99.72% tps = 536
  #runners = 8
progress%=3.79% #commit=3785 #abort_txn=9 success%=99.76% tps = 545
  #runners = 8
progress%=4.19% #commit=4185 #abort_txn=9 success%=99.79% tps = 399.6
  #runners = 8
progress%=4.58% #commit=4571 #abort_txn=9 success%=99.8% tps = 385.61
  #runners = 8
progress%=5.05% #commit=5047 #abort_txn=9 success%=99.82% tps = 476
  #runners = 8
progress%=5.61% #commit=5598 #abort_txn=9 success%=99.84% tps = 550.45
  #runners = 8
progress%=6.12% #commit=6110 #abort_txn=9 success%=99.85% tps = 512
  #runners = 8
progress%=6.64% #commit=6628 #abort_txn=9 success%=99.86% tps = 517.48
  #runners = 8
progress%=7.03% #commit=7026 #abort_txn=9 success%=99.87% tps = 398
  #runners = 8
progress%=7.62% #commit=7613 #abort_txn=9 success%=99.88% tps = 586.41
  #runners = 8
progress%=8.25% #commit=8243 #abort_txn=10 success%=99.88% tps = 631
  #runners = 8
progress%=8.35% #commit=8342 #abort_txn=10 success%=99.88% tps = 98.9
  #runners = 8
progress%=9.05% #commit=9040 #abort_txn=11 success%=99.88% tps = 699
  #runners = 8
progress%=9.75% #commit=9742 #abort_txn=12 success%=99.88% tps = 702.3
  #runners = 8
progress%=10.44% #commit=10427 #abort_txn=12 success%=99.89% tps = 685
  #runners = 8
progress%=11.16% #commit=11156 #abort_txn=12 success%=99.89% tps = 728.27
  #runners = 8
progress%=11.83% #commit=11818 #abort_txn=12 success%=99.9% tps = 662
  #runners = 8
progress%=12.54% #commit=12530 #abort_txn=12 success%=99.9% tps = 711.29
  #runners = 8
progress%=13.28% #commit=13273 #abort_txn=13 success%=99.9% tps = 744
  #runners = 8
progress%=13.96% #commit=13947 #abort_txn=13 success%=99.91% tps = 673.33
  #runners = 8
progress%=14.64% #commit=14632 #abort_txn=13 success%=99.91% tps = 685
  #runners = 8
progress%=15.32% #commit=15315 #abort_txn=13 success%=99.92% tps = 682.32
  #runners = 8
progress%=16.02% #commit=16012 #abort_txn=13 success%=99.92% tps = 697
  #runners = 8
progress%=16.46% #commit=16448 #abort_txn=13 success%=99.92% tps = 436
  #runners = 8
progress%=16.92% #commit=16912 #abort_txn=13 success%=99.92% tps = 463.54
  #runners = 8
progress%=17.46% #commit=17457 #abort_txn=13 success%=99.93% tps = 545
  #runners = 8
progress%=18.08% #commit=18074 #abort_txn=13 success%=99.93% tps = 616.38
  #runners = 8
progress%=18.74% #commit=18730 #abort_txn=14 success%=99.93% tps = 657
  #runners = 8
progress%=19.15% #commit=19141 #abort_txn=14 success%=99.93% tps = 410.59
  #runners = 8
progress%=19.57% #commit=19560 #abort_txn=14 success%=99.93% tps = 418.58
  #runners = 8
progress%=20.21% #commit=20200 #abort_txn=14 success%=99.93% tps = 640
  #runners = 8
progress%=20.8% #commit=20794 #abort_txn=14 success%=99.93% tps = 593.41
  #runners = 8
progress%=21.41% #commit=21400 #abort_txn=14 success%=99.93% tps = 606
  #runners = 8
progress%=22.06% #commit=22056 #abort_txn=14 success%=99.94% tps = 656
  #runners = 8
progress%=22.7% #commit=22697 #abort_txn=14 success%=99.94% tps = 640.36
  #runners = 8
progress%=23.29% #commit=23286 #abort_txn=14 success%=99.94% tps = 589
  #runners = 8
progress%=23.89% #commit=23886 #abort_txn=14 success%=99.94% tps = 599.4
  #runners = 8
progress%=24.55% #commit=24543 #abort_txn=14 success%=99.94% tps = 656.34
  #runners = 8
progress%=25.1% #commit=25090 #abort_txn=15 success%=99.94% tps = 548
  #runners = 8
progress%=25.76% #commit=25749 #abort_txn=15 success%=99.94% tps = 657.68
  #runners = 8
