using config file: /home/ubuntu/Mini-Testing-Experiments/data/ser/checker:cobra-vs-us/keys/20231112140643/n8_k10000_t100110_r5/mini-config.yaml
Your Config: 
Config[LIB_TYPE=POSTGRESQL_LIB,CC_TYPE=WAIT_YOUNG_DIE,BENCH_TYPE=MINI,TIMESTAMP_ON=false,COBRA_FD=/tmp/cobra/,COBRA_FD_LOG=/tmp/cobra/log/,BENCHMARK_LOG_PATH=/tmp/cobra/benchmark.log,APPEND_OTHERWISE_RECREATE=false,DEBUG_LIB_FLAG=false,LOG_DEBUG=false,LOG_INFO=false,LOG_ERROR=true,SEED=1699774982,USE_INSTRUMENT=true,LOCAL_LOG=true,LOCAL_REMOTE_LOG=false,CLOUD_LOG=false,SIGN_DATA=false,MAX_FZ_TXN_NUM=20,NUM_TXN_IN_ENTITY=1,KEY_CLIENT_LOG_SUFFIX=_CL,EPOCH_KEY=FZVERSION,EPOCH_CLIENTS_SEP_STR=;,EPOCH_CLIENT_EPOCH_SEP_STR=:,USE_NEW_EPOCH_TXN=false,SKIP_LOADING=false,SKIP_TESTING=false,ENABLE_BARRIER=false,DONT_RECORD_LOADING=true,TXN_NUM=100110,CLIENT_ID=1,THREAD_NUM=8,CLIENT_NUM=1,SLEEP_TIME=1000,RESULT_FILE_NAME=result.txt,LATENCY_FOLDER=/tmp/cobra/latency/,REDIS_ADDRESS=redis://172.31.31.90/0,OP_PER_CHENGTXN=8,VALUE_LENGTH=140,KEY_PRFIX=key,KEY_INDX_START=1,NUM_KEYS=10000,RATIO_INSERT=0,RATIO_READ=20,RATIO_UPDATE=80,RATIO_DELETE=0,RATIO_RMW=0,WAREHOUSE_NUM=1,REPORT_NEWORDER_ONLY=false,RUBIS_USERS_NUM=20000,TWITTER_USERS_NUM=1000,OP_PER_GENERALTXN=4,VERIFIER_PORT=10086,VERIFIER_HOSTNAME=localhost,THROUGHPUT_PER_WAIT=1000,WAIT_BETWEEN_TXNS=0,GC_KEY=COBRA_GC_KEY,SERVER_PORT=8980,SERVER_HOST=ye-cheng.duckdns.org,PG_PASSWORD=postgres,PG_USERNAME=postgres,DB_URL=jdbc:postgresql://localhost:5432/testdb,GOOGLEVALUE=value,ROCKSDB_PATH=/tmp/rocksdb,ISOLATION_LEVEL=1,COCKROACH_PASSWORD=,COCKROACH_USERNAME=,yak=172.24.71.222,boa=172.24.71.208,ye=216.165.70.10,COCKROACH_DB_URLS={172.24.71.222,172.24.71.208,216.165.70.10},COCKROACH_PORTS={26257,26257,26257},COCKROACH_DATABASE_NAME=cobra,YUGABYTE_PASSWORD=,YUGABYTE_USERNAME=,YUGABYTE_DB_URLS={127.0.0.1,127.0.0.2,127.0.0.3},YUGABYTE_PORTS={5433,5433,5433},YUGABYTE_DATABASE_NAME=cobra,NUM_REPLICA=3,NUM_KEY_PERTABLE=2,ROANOMALY_NUM_RO=2,WOROANOMALY_NUM_WORO=2,CRACK_ACTIVE_ABORT_RATE=0]
[INFO] delete file [/tmp/cobra/log/T15.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T12.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T16.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T18.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T17.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T14.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T17.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.log]... done?true
[INFO] delete file [/tmp/cobra/log/T14.log]... done?true
[INFO] delete file [/tmp/cobra/log/T12.log]... done?true
[INFO] delete file [/tmp/cobra/log/T15.log]... done?true
[INFO] delete file [/tmp/cobra/log/T16.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.error]... done?true
[INFO] Clear done.
waiting for barrier
start benchmark
progress%=0.59% #commit=578 #abort_txn=8 success%=98.63% tps = 585.41
  #runners = 8
progress%=1.17% #commit=1166 #abort_txn=9 success%=99.23% tps = 587.24
  #runners = 8
progress%=1.84% #commit=1828 #abort_txn=10 success%=99.46% tps = 663
  #runners = 8
progress%=2.44% #commit=2430 #abort_txn=13 success%=99.47% tps = 604.4
  #runners = 8
progress%=3.07% #commit=3056 #abort_txn=14 success%=99.54% tps = 627
  #runners = 8
progress%=3.52% #commit=3505 #abort_txn=14 success%=99.6% tps = 448.55
  #runners = 8
progress%=4.12% #commit=4113 #abort_txn=14 success%=99.66% tps = 607.39
  #runners = 8
progress%=4.13% #commit=4123 #abort_txn=14 success%=99.66% tps = 10
  #runners = 8
progress%=4.64% #commit=4630 #abort_txn=15 success%=99.68% tps = 337.09
  #runners = 8
progress%=5.11% #commit=5098 #abort_txn=15 success%=99.71% tps = 467.53
  #runners = 8
progress%=5.69% #commit=5681 #abort_txn=16 success%=99.72% tps = 583.42
  #runners = 8
progress%=6.28% #commit=6267 #abort_txn=16 success%=99.75% tps = 586
  #runners = 8
progress%=6.91% #commit=6903 #abort_txn=17 success%=99.75% tps = 637
  #runners = 8
progress%=7.49% #commit=7484 #abort_txn=18 success%=99.76% tps = 581.42
  #runners = 8
progress%=8.14% #commit=8129 #abort_txn=19 success%=99.77% tps = 646
  #runners = 8
progress%=8.76% #commit=8753 #abort_txn=19 success%=99.78% tps = 623.38
  #runners = 8
progress%=9.37% #commit=9359 #abort_txn=21 success%=99.78% tps = 608
  #runners = 8
progress%=9.95% #commit=9937 #abort_txn=21 success%=99.79% tps = 577.42
  #runners = 8
progress%=10.38% #commit=10370 #abort_txn=22 success%=99.79% tps = 433.57
  #runners = 8
progress%=10.64% #commit=10631 #abort_txn=22 success%=99.79% tps = 261
  #runners = 8
progress%=11.03% #commit=11022 #abort_txn=22 success%=99.8% tps = 390.61
  #runners = 8
progress%=11.56% #commit=11547 #abort_txn=22 success%=99.81% tps = 524.48
  #runners = 8
progress%=12.01% #commit=11997 #abort_txn=22 success%=99.82% tps = 450
  #runners = 8
progress%=12.56% #commit=12549 #abort_txn=22 success%=99.82% tps = 551.45
  #runners = 8
progress%=12.87% #commit=12861 #abort_txn=22 success%=99.83% tps = 312
  #runners = 8
progress%=13.06% #commit=13055 #abort_txn=22 success%=99.83% tps = 193.81
  #runners = 8
progress%=13.06% #commit=13055 #abort_txn=22 success%=99.83% tps = 0
  #runners = 8
progress%=13.06% #commit=13055 #abort_txn=22 success%=99.83% tps = 0
  #runners = 8
progress%=13.22% #commit=13211 #abort_txn=22 success%=99.83% tps = 156
  #runners = 8
progress%=13.46% #commit=13448 #abort_txn=22 success%=99.84% tps = 236.76
  #runners = 8
progress%=13.6% #commit=13594 #abort_txn=23 success%=99.83% tps = 146.85
  #runners = 8
progress%=13.8% #commit=13792 #abort_txn=23 success%=99.83% tps = 198
  #runners = 8
progress%=14.05% #commit=14046 #abort_txn=23 success%=99.84% tps = 253.75
  #runners = 8
progress%=14.38% #commit=14368 #abort_txn=23 success%=99.84% tps = 322
  #runners = 8
progress%=14.67% #commit=14657 #abort_txn=25 success%=99.83% tps = 290.71
  #runners = 8
progress%=14.95% #commit=14942 #abort_txn=28 success%=99.81% tps = 287.71
  #runners = 8
progress%=15.24% #commit=15228 #abort_txn=28 success%=99.82% tps = 286
  #runners = 8
progress%=15.56% #commit=15553 #abort_txn=29 success%=99.81% tps = 325.67
  #runners = 8
progress%=15.75% #commit=15734 #abort_txn=29 success%=99.82% tps = 181
  #runners = 8
progress%=15.93% #commit=15922 #abort_txn=29 success%=99.82% tps = 187.62
  #runners = 8
progress%=16.14% #commit=16131 #abort_txn=29 success%=99.82% tps = 209
  #runners = 8
progress%=16.46% #commit=16449 #abort_txn=29 success%=99.82% tps = 317.68
  #runners = 8
progress%=16.77% #commit=16763 #abort_txn=29 success%=99.83% tps = 313.69
  #runners = 8
progress%=17.03% #commit=17023 #abort_txn=29 success%=99.83% tps = 259.74
  #runners = 8
progress%=17.33% #commit=17320 #abort_txn=30 success%=99.83% tps = 298
  #runners = 8
