using config file: /home/ubuntu/Mini-Testing-Experiments/data/ser/checker:cobra-vs-us/keys/20231112140643/n8_k10000_t100000_pre/mini-config.yaml
Your Config: 
Config[LIB_TYPE=POSTGRESQL_LIB,CC_TYPE=WAIT_YOUNG_DIE,BENCH_TYPE=MINI,TIMESTAMP_ON=false,COBRA_FD=/tmp/cobra/,COBRA_FD_LOG=/tmp/cobra/log/,BENCHMARK_LOG_PATH=/tmp/cobra/benchmark.log,APPEND_OTHERWISE_RECREATE=false,DEBUG_LIB_FLAG=false,LOG_DEBUG=false,LOG_INFO=false,LOG_ERROR=true,SEED=1699773882,USE_INSTRUMENT=true,LOCAL_LOG=true,LOCAL_REMOTE_LOG=false,CLOUD_LOG=false,SIGN_DATA=false,MAX_FZ_TXN_NUM=20,NUM_TXN_IN_ENTITY=1,KEY_CLIENT_LOG_SUFFIX=_CL,EPOCH_KEY=FZVERSION,EPOCH_CLIENTS_SEP_STR=;,EPOCH_CLIENT_EPOCH_SEP_STR=:,USE_NEW_EPOCH_TXN=false,SKIP_LOADING=false,SKIP_TESTING=false,ENABLE_BARRIER=false,DONT_RECORD_LOADING=true,TXN_NUM=100000,CLIENT_ID=1,THREAD_NUM=8,CLIENT_NUM=1,SLEEP_TIME=1000,RESULT_FILE_NAME=result.txt,LATENCY_FOLDER=/tmp/cobra/latency/,REDIS_ADDRESS=redis://172.31.31.90/0,OP_PER_CHENGTXN=8,VALUE_LENGTH=140,KEY_PRFIX=key,KEY_INDX_START=1,NUM_KEYS=10000,RATIO_INSERT=0,RATIO_READ=20,RATIO_UPDATE=80,RATIO_DELETE=0,RATIO_RMW=0,WAREHOUSE_NUM=1,REPORT_NEWORDER_ONLY=false,RUBIS_USERS_NUM=20000,TWITTER_USERS_NUM=1000,OP_PER_GENERALTXN=4,VERIFIER_PORT=10086,VERIFIER_HOSTNAME=localhost,THROUGHPUT_PER_WAIT=1000,WAIT_BETWEEN_TXNS=0,GC_KEY=COBRA_GC_KEY,SERVER_PORT=8980,SERVER_HOST=ye-cheng.duckdns.org,PG_PASSWORD=postgres,PG_USERNAME=postgres,DB_URL=jdbc:postgresql://localhost:5432/testdb,GOOGLEVALUE=value,ROCKSDB_PATH=/tmp/rocksdb,ISOLATION_LEVEL=1,COCKROACH_PASSWORD=,COCKROACH_USERNAME=,yak=172.24.71.222,boa=172.24.71.208,ye=216.165.70.10,COCKROACH_DB_URLS={172.24.71.222,172.24.71.208,216.165.70.10},COCKROACH_PORTS={26257,26257,26257},COCKROACH_DATABASE_NAME=cobra,YUGABYTE_PASSWORD=,YUGABYTE_USERNAME=,YUGABYTE_DB_URLS={127.0.0.1,127.0.0.2,127.0.0.3},YUGABYTE_PORTS={5433,5433,5433},YUGABYTE_DATABASE_NAME=cobra,NUM_REPLICA=3,NUM_KEY_PERTABLE=2,ROANOMALY_NUM_RO=2,WOROANOMALY_NUM_WORO=2,CRACK_ACTIVE_ABORT_RATE=0]
[INFO] delete file [/tmp/cobra/log/T14.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T15.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T18.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T13.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T16.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T12.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T17.debug]... done?true
[INFO] delete file [/tmp/cobra/log/T19.log]... done?true
[INFO] delete file [/tmp/cobra/log/T18.log]... done?true
[INFO] delete file [/tmp/cobra/log/T13.log]... done?true
[INFO] delete file [/tmp/cobra/log/T14.log]... done?true
[INFO] delete file [/tmp/cobra/log/T15.log]... done?true
[INFO] delete file [/tmp/cobra/log/T17.log]... done?true
[INFO] delete file [/tmp/cobra/log/T12.log]... done?true
[INFO] delete file [/tmp/cobra/log/T16.log]... done?true
[INFO] delete file [/tmp/cobra/log/T19.error]... done?true
[INFO] delete file [/tmp/cobra/log/T13.error]... done?true
[INFO] Clear done.
waiting for barrier
start benchmark
progress%=0.44% #commit=425 #abort_txn=19 success%=95.72% tps = 444
  #runners = 8
progress%=0.9% #commit=876 #abort_txn=22 success%=97.55% tps = 451.74
  #runners = 8
progress%=1.31% #commit=1284 #abort_txn=26 success%=98.02% tps = 412
  #runners = 8
progress%=1.69% #commit=1664 #abort_txn=26 success%=98.46% tps = 379.62
  #runners = 8
progress%=2.35% #commit=2328 #abort_txn=27 success%=98.85% tps = 665
  #runners = 8
progress%=3.18% #commit=3146 #abort_txn=31 success%=99.02% tps = 821.18
  #runners = 8
progress%=3.72% #commit=3693 #abort_txn=32 success%=99.14% tps = 548
  #runners = 8
progress%=4.34% #commit=4310 #abort_txn=33 success%=99.24% tps = 617.38
  #runners = 8
progress%=4.84% #commit=4803 #abort_txn=33 success%=99.32% tps = 493
  #runners = 8
progress%=5.41% #commit=5377 #abort_txn=33 success%=99.39% tps = 573.43
  #runners = 8
progress%=6.09% #commit=6053 #abort_txn=33 success%=99.46% tps = 676
  #runners = 8
progress%=6.87% #commit=6834 #abort_txn=34 success%=99.5% tps = 781.22
  #runners = 8
progress%=7.47% #commit=7437 #abort_txn=37 success%=99.5% tps = 606
  #runners = 8
progress%=8.12% #commit=8080 #abort_txn=39 success%=99.52% tps = 645
  #runners = 8
progress%=8.73% #commit=8689 #abort_txn=41 success%=99.53% tps = 610.39
  #runners = 8
progress%=9.14% #commit=9102 #abort_txn=42 success%=99.54% tps = 414
  #runners = 8
progress%=9.44% #commit=9393 #abort_txn=42 success%=99.55% tps = 290.71
  #runners = 8
progress%=10.18% #commit=10141 #abort_txn=43 success%=99.58% tps = 749
  #runners = 8
progress%=10.76% #commit=10716 #abort_txn=43 success%=99.6% tps = 574.43
  #runners = 8
progress%=11.48% #commit=11435 #abort_txn=44 success%=99.62% tps = 720
  #runners = 8
progress%=11.94% #commit=11897 #abort_txn=44 success%=99.63% tps = 461.54
  #runners = 8
progress%=12% #commit=11955 #abort_txn=44 success%=99.63% tps = 58
  #runners = 8
progress%=12.1% #commit=12057 #abort_txn=44 success%=99.64% tps = 101.9
  #runners = 8
progress%=12.69% #commit=12646 #abort_txn=44 success%=99.65% tps = 588.41
  #runners = 8
progress%=13.48% #commit=13436 #abort_txn=47 success%=99.65% tps = 793
  #runners = 8
progress%=14.09% #commit=14047 #abort_txn=48 success%=99.66% tps = 611.39
  #runners = 8
progress%=14.6% #commit=14548 #abort_txn=49 success%=99.66% tps = 502
  #runners = 8
progress%=15.22% #commit=15170 #abort_txn=51 success%=99.66% tps = 624
  #runners = 8
progress%=15.86% #commit=15805 #abort_txn=52 success%=99.67% tps = 635.36
  #runners = 8
progress%=16.4% #commit=16352 #abort_txn=52 success%=99.68% tps = 547
  #runners = 8
progress%=16.98% #commit=16924 #abort_txn=53 success%=99.69% tps = 572.43
  #runners = 8
progress%=17.63% #commit=17574 #abort_txn=53 success%=99.7% tps = 650
  #runners = 8
progress%=18.13% #commit=18077 #abort_txn=53 success%=99.71% tps = 502.5
  #runners = 8
progress%=18.48% #commit=18425 #abort_txn=53 success%=99.71% tps = 347.65
  #runners = 8
progress%=19.06% #commit=19007 #abort_txn=53 success%=99.72% tps = 582
  #runners = 8
progress%=19.56% #commit=19511 #abort_txn=54 success%=99.72% tps = 504.5
  #runners = 8
progress%=20.11% #commit=20057 #abort_txn=54 success%=99.73% tps = 544.91
  #runners = 8
progress%=20.7% #commit=20649 #abort_txn=54 success%=99.74% tps = 591.41
  #runners = 8
progress%=21.15% #commit=21093 #abort_txn=54 success%=99.74% tps = 444
  #runners = 8
progress%=21.53% #commit=21476 #abort_txn=54 success%=99.75% tps = 382.62
  #runners = 8
progress%=22.05% #commit=21993 #abort_txn=55 success%=99.75% tps = 517.48
  #runners = 8
progress%=22.84% #commit=22786 #abort_txn=56 success%=99.75% tps = 794
  #runners = 8
progress%=23.51% #commit=23458 #abort_txn=56 success%=99.76% tps = 671.33
  #runners = 8
progress%=24.08% #commit=24021 #abort_txn=56 success%=99.77% tps = 563
  #runners = 8
progress%=24.89% #commit=24829 #abort_txn=57 success%=99.77% tps = 808.19
  #runners = 8
progress%=25.47% #commit=25411 #abort_txn=57 success%=99.78% tps = 582
  #runners = 8
